job_id,job_title,company_name,industry,job_location,employment_type,experience_required_years,salary_min,salary_max,skills_required,education_required,posted_date,scrape_date,job_source
1924,QA Analyst,Mphasis,E-commerce,Gurgaon,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-04-2025,09-05-2025,Upwork
1925,Sales Executive,KPMG,EdTech,Sydney,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,09-04-2025,10-05-2025,GitHub Jobs
1926,Prompt Engineer,Byjus,Healthcare Technology,London,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-04-2025,11-05-2025,Referral
1927,Business Analyst,Persistent Systems,Telecom,Paris,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-04-2025,12-05-2025,CareerBuilder
1928,Content Analyst,Salesforce,Data & Analytics,Kochi,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,12-04-2025,13-05-2025,Monster
1929,Data Analyst,LTIMindtree,Banking & Insurance,Sydney,Freelance,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-04-2025,14-05-2025,SimplyHired
1930,Product Manager,Amazon,Product & SaaS,Toronto,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-04-2025,15-05-2025,Naukri.com
1931,Data Scientist,Uber,Data & Analytics,Chandigarh,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-04-2025,16-05-2025,Freelancer
1932,QA Analyst,Google,BPO / KPO,Berlin,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-04-2025,17-05-2025,TimesJobs
1933,Information Security Engineer,Birlasoft,Retail,New York,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-04-2025,18-05-2025,Freelancer
1934,Product Manager,Uber,Product & SaaS,Bengaluru,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-04-2025,19-05-2025,AngelList
1935,Data Scientist,Infosys,Human Resources Services,Kochi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-04-2025,20-05-2025,SimplyHired
1936,Customer Support Executive,Wipro,Artificial Intelligence,Toronto,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,20-04-2025,21-05-2025,LinkedIn
1937,HR Analyst,Birlasoft,BPO / KPO,Raipur,Contract,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,21-04-2025,22-05-2025,GitHub Jobs
1938,Software Engineer,Microsoft,IT Services,Hyderabad,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-04-2025,23-05-2025,CareerBuilder
1939,Data Scientist,Sutherland Global,Business Consulting,Bhopal,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-04-2025,24-05-2025,Referral
1940,Sales Executive,Mphasis,EdTech,Singapore,Contract,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,24-04-2025,25-05-2025,Stack Overflow Jobs
1941,Test Engineer,KPMG,Financial Services,Lucknow,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-04-2025,26-05-2025,Company Website
1942,Financial Analyst,Genpact,IT Services,Chennai,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-04-2025,27-05-2025,Referral
1943,Content Analyst,Byjus,BPO / KPO,Nagpur,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,27-04-2025,28-05-2025,Glassdoor
1944,Machine Learning Engineer,SAP,Human Resources Services,Sydney,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-04-2025,29-05-2025,Referral
1945,Product Manager,Accenture,Banking & Insurance,Sydney,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-04-2025,30-05-2025,GitHub Jobs
1946,Cloud Data Engineer,Meta,Artificial Intelligence,Berlin,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-04-2025,31-05-2025,Company Website
1947,Cloud Data Engineer,Capgemini,BPO / KPO,Mumbai,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-05-2025,01-06-2025,CareerBuilder
1948,Technical Support Executive,Zomato,Telecom,Ranchi,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,02-05-2025,02-06-2025,Indeed
1949,Product Analyst,Oracle,Logistics & Supply Chain,London,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-05-2025,03-06-2025,Referral
1950,Sales Executive,Paytm,Logistics & Supply Chain,Patna,Internship,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,04-05-2025,04-06-2025,LinkedIn
1951,Analytics Engineer,Teleperformance,Cloud Computing,Pune,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-05-2025,05-06-2025,Freelancer
1952,Financial Analyst,HCL Technologies,Digital Marketing,Singapore,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-05-2025,06-06-2025,Upwork
1953,Senior Data Analyst,Uber,Financial Services,Indore,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-05-2025,07-06-2025,Company Website
1954,BPO Team Lead,Concentrix,Banking & Insurance,San Francisco,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,08-05-2025,08-06-2025,CareerBuilder
1955,Growth Analyst,Hexaware Technologies,Logistics & Supply Chain,Pune,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,09-05-2025,09-06-2025,Upwork
1956,Digital Marketing Analyst,Microsoft,Cybersecurity,Bengaluru,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,10-05-2025,10-06-2025,CareerBuilder
1957,Call Center Agent,Flipkart,Cloud Computing,Sydney,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,11-05-2025,11-06-2025,Referral
1958,Technical Support Executive,Tech Mahindra,Cloud Computing,New York,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,12-05-2025,12-06-2025,Naukri.com
1959,Sales Executive,EY,Business Consulting,Gurgaon,Full-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,13-05-2025,13-06-2025,Naukri.com
1960,Telemarketing Executive,Oracle,Software Development,Pune,Full-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,14-05-2025,14-06-2025,CareerBuilder
1961,Prompt Engineer,LTIMindtree,Information Technology,Kolkata,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-05-2025,15-06-2025,Company Website
1962,Business Analyst,Freshworks,Artificial Intelligence,Raipur,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-05-2025,16-06-2025,Referral
1963,Senior Data Analyst,Oracle,Retail,Berlin,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-05-2025,17-06-2025,Stack Overflow Jobs
1964,Data Analyst,Teleperformance,Logistics & Supply Chain,Hyderabad,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-05-2025,18-06-2025,LinkedIn
1965,Operations Executive,Meta,Logistics & Supply Chain,Toronto,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-05-2025,19-06-2025,Company Website
1966,Site Reliability Engineer,Genpact,Retail,Indore,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-05-2025,20-06-2025,CareerBuilder
1967,Generative AI Engineer,Cyient,Telecom,Bhopal,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-05-2025,21-06-2025,Naukri.com
1968,Business Intelligence Analyst,Accenture,Healthcare Technology,Ranchi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-05-2025,22-06-2025,Glassdoor
1969,Data Analyst,Persistent Systems,Information Technology,New York,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-05-2025,23-06-2025,SimplyHired
1970,Helpdesk Analyst,Infosys,Retail,London,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-05-2025,24-06-2025,GitHub Jobs
1971,Prompt Engineer,Oracle,Business Consulting,Hyderabad,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-05-2025,25-06-2025,Company Website
1972,AI Engineer,Reliance Jio,IT Services,Ranchi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-05-2025,26-06-2025,CareerBuilder
1973,Cybersecurity Analyst,Salesforce,Retail,Dubai,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-05-2025,27-06-2025,Indeed
1974,Business Analyst,PwC,Information Technology,Pune,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-05-2025,28-06-2025,Referral
1975,DevOps Engineer,HGS,Software Development,Delhi,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-05-2025,29-06-2025,Indeed
1976,Technical Support Executive,Tata Consultancy Services,Banking & Insurance,New York,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,30-05-2025,30-06-2025,Referral
1977,Product Analyst,Byjus,Healthcare Technology,Gurgaon,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,31-05-2025,01-07-2025,TimesJobs
1978,Digital Marketing Analyst,LTIMindtree,Artificial Intelligence,Kolkata,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,01-06-2025,02-07-2025,Indeed
1979,Social Media Executive,Teleperformance,BPO / KPO,Chandigarh,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,02-06-2025,03-07-2025,AngelList
1980,Power BI Developer,Reliance Jio,Cybersecurity,Chennai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-06-2025,04-07-2025,Stack Overflow Jobs
1981,Information Security Engineer,Reliance Jio,Financial Services,Hyderabad,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-06-2025,05-07-2025,Freelancer
1982,Recruitment Executive,Cognizant,Banking & Insurance,Pune,Internship,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,05-06-2025,06-07-2025,GitHub Jobs
1983,Fraud Detection Analyst,Uber,Healthcare Technology,Raipur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-06-2025,07-07-2025,Freelancer
1984,DevOps Engineer,Oracle,Product & SaaS,Indore,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-06-2025,08-07-2025,Referral
1985,HR Analyst,WNS Global Services,Business Consulting,Chandigarh,Contract,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,08-06-2025,09-07-2025,TimesJobs
1986,Frontend Developer,Cognizant,BPO / KPO,Paris,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-06-2025,10-07-2025,Referral
1987,Helpdesk Analyst,Cognizant,Financial Services,Delhi,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-06-2025,11-07-2025,Stack Overflow Jobs
1988,Growth Analyst,Meta,E-commerce,Sydney,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,11-06-2025,12-07-2025,CareerBuilder
1989,Call Center Agent,Google,Healthcare Technology,Lucknow,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,12-06-2025,13-07-2025,CareerBuilder
1990,Fraud Detection Analyst,Byjus,Banking & Insurance,New York,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-06-2025,14-07-2025,AngelList
1991,IT Support Specialist,Capgemini,BPO / KPO,Berlin,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-06-2025,15-07-2025,Referral
1992,Site Reliability Engineer,Meta,Cybersecurity,San Francisco,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-06-2025,16-07-2025,Monster
1993,Machine Learning Engineer,Infosys,Healthcare Technology,Bhopal,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-06-2025,17-07-2025,Company Website
1994,Call Center Agent,Amazon,Banking & Insurance,Chennai,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,17-06-2025,18-07-2025,Referral
1995,Helpdesk Analyst,Flipkart,IT Services,Chandigarh,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-06-2025,19-07-2025,Naukri.com
1996,Generative AI Engineer,Accenture,Retail,Dubai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-06-2025,20-07-2025,Glassdoor
1997,AI Engineer,Tata Consultancy Services,Software Development,Chandigarh,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-06-2025,21-07-2025,TimesJobs
1998,Telemarketing Executive,Tata Consultancy Services,Artificial Intelligence,Patna,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,21-06-2025,22-07-2025,Monster
1999,Prompt Engineer,Google,Business Consulting,Berlin,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-06-2025,23-07-2025,Referral
2000,Growth Analyst,Paytm,Artificial Intelligence,Dubai,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,23-06-2025,24-07-2025,CareerBuilder
2001,Platform Engineer,Teleperformance,Cloud Computing,Delhi,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-06-2025,25-07-2025,Indeed
2002,Business Intelligence Analyst,Flipkart,Cybersecurity,Ranchi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-06-2025,26-07-2025,Monster
2003,Data Scientist,Teleperformance,Artificial Intelligence,Bengaluru,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-06-2025,27-07-2025,Company Website
2004,Platform Engineer,SAP,Cybersecurity,Goa,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-06-2025,28-07-2025,GitHub Jobs
2005,Customer Service Manager,Zoho,BPO / KPO,Bhopal,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,28-06-2025,29-07-2025,Referral
2006,Data Scientist,Teleperformance,Healthcare Technology,Berlin,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-06-2025,30-07-2025,Freelancer
2007,Sales Executive,Mphasis,Financial Services,Bhopal,Freelance,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,30-06-2025,31-07-2025,Freelancer
2008,Call Center Agent,Freshworks,Software Development,Lucknow,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,01-07-2025,01-08-2025,LinkedIn
2009,Data Scientist,Persistent Systems,Information Technology,Lucknow,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-07-2025,02-08-2025,TimesJobs
2010,Cybersecurity Analyst,Salesforce,Information Technology,Patna,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-07-2025,03-08-2025,CareerBuilder
2011,Business Intelligence Analyst,Teleperformance,Logistics & Supply Chain,Ranchi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-07-2025,04-08-2025,CareerBuilder
2012,Cloud Solutions Architect,Uber,E-commerce,Gurgaon,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-07-2025,05-08-2025,Monster
2013,Financial Analyst,Cognizant,Artificial Intelligence,Patna,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-07-2025,06-08-2025,SimplyHired
2014,BPO Team Lead,Freshworks,Healthcare Technology,Bengaluru,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,07-07-2025,07-08-2025,TimesJobs
2015,AI Engineer,Wipro,Software Development,Jaipur,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-07-2025,08-08-2025,GitHub Jobs
2016,Growth Analyst,HCL Technologies,Artificial Intelligence,Hyderabad,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,09-07-2025,09-08-2025,Upwork
2017,Cloud Data Engineer,WNS Global Services,Business Consulting,Sydney,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-07-2025,10-08-2025,Indeed
2018,BPO Team Lead,Cyient,Healthcare Technology,Berlin,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,11-07-2025,11-08-2025,Freelancer
2019,Product Manager,Byjus,Banking & Insurance,San Francisco,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-07-2025,12-08-2025,TimesJobs
2020,Software Engineer,Concentrix,Banking & Insurance,Indore,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-07-2025,13-08-2025,Referral
2021,Marketing Executive,Google,Telecom,Jaipur,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,14-07-2025,14-08-2025,Glassdoor
2022,Site Reliability Engineer,HGS,Banking & Insurance,Ranchi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-07-2025,15-08-2025,Naukri.com
2023,Operations Executive,SAP,BPO / KPO,Toronto,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-07-2025,16-08-2025,Naukri.com
2024,Social Media Executive,Amazon,Financial Services,Ranchi,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,17-07-2025,17-08-2025,SimplyHired
2025,Digital Marketing Analyst,Teleperformance,IT Services,Jaipur,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,18-07-2025,18-08-2025,Indeed
2026,SEO Specialist,Hexaware Technologies,Product & SaaS,Noida,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,19-07-2025,19-08-2025,Glassdoor
2027,DevOps Engineer,KPMG,Telecom,Raipur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-07-2025,20-08-2025,Indeed
2028,Software Engineer,SAP,E-commerce,Sydney,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-07-2025,21-08-2025,LinkedIn
2029,Test Engineer,Mphasis,EdTech,Bhopal,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-07-2025,22-08-2025,Upwork
2030,Data Scientist,Mphasis,Business Consulting,Hyderabad,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-07-2025,23-08-2025,Freelancer
2031,Digital Marketing Analyst,Persistent Systems,Information Technology,Singapore,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,24-07-2025,24-08-2025,Company Website
2032,Customer Support Executive,Flipkart,Software Development,Ranchi,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,25-07-2025,25-08-2025,SimplyHired
2033,AI Engineer,Ola,Product & SaaS,San Francisco,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-07-2025,26-08-2025,AngelList
2034,Growth Analyst,Meta,Software Development,Delhi,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,27-07-2025,27-08-2025,Naukri.com
2035,Data Analyst,Cyient,Software Development,Ahmedabad,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-07-2025,28-08-2025,Monster
2036,Fraud Detection Analyst,KPMG,Software Development,Ranchi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-07-2025,29-08-2025,AngelList
2037,Digital Marketing Analyst,Concentrix,Human Resources Services,Singapore,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,30-07-2025,30-08-2025,Company Website
2038,Software Engineer,IBM India,E-commerce,Nagpur,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,31-07-2025,31-08-2025,Referral
2039,Cloud Data Engineer,Zensar Technologies,EdTech,Bhopal,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-08-2025,01-09-2025,Monster
2040,Software Engineer,Sutherland Global,Business Consulting,London,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-08-2025,02-09-2025,Naukri.com
2041,HR Analyst,Persistent Systems,Data & Analytics,Bhopal,Freelance,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,03-08-2025,03-09-2025,AngelList
2042,Risk & Compliance Analyst,Capgemini,Product & SaaS,Ranchi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-08-2025,04-09-2025,Monster
2043,Data Scientist,Genpact,E-commerce,Raipur,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-08-2025,05-09-2025,Company Website
2044,QA Analyst,IBM India,Retail,Noida,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-08-2025,06-09-2025,Upwork
2045,Customer Support Executive,Zoho,BPO / KPO,Patna,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,07-08-2025,07-09-2025,Upwork
2046,Recruitment Executive,Mphasis,Financial Services,Gurgaon,Contract,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,08-08-2025,08-09-2025,Freelancer
2047,Full Stack Developer,Tata Consultancy Services,Software Development,Hyderabad,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-08-2025,09-09-2025,AngelList
2048,HR Analyst,Mphasis,Cybersecurity,Ahmedabad,Full-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,10-08-2025,10-09-2025,Indeed
